origin,fit_end,val_end,test_end,horizon,source_index,target_index,method,window_length,ridge,raw_rmse,w2,min_pred_eig,reference_residual,reference_refreshed,reference_fallback
1,170,224,267,4,230,234,cholesky_gaussian_ar,224.0,0.1,0.40152955672533797,18.27031122373411,0.13003885586256295,,,
1,170,224,267,4,230,234,euclidean_gaussian_ar,224.0,0.1,0.28609503018044624,11.582681989962392,0.21939848417411012,,,
1,170,224,267,4,230,234,fixed_bwar,224.0,0.1,0.4321044311608066,16.415803207980034,0.10811852199580747,,,
1,170,224,267,4,230,234,local_bwar,48.0,0.1,0.22621202556213077,9.617352619433388,0.13480302510541847,1.107483081651525e-10,1.0,0.0
1,170,224,267,4,230,234,log_euclidean_gaussian_ar,224.0,0.1,0.41294478544483904,22.030345671254302,0.09463230022087282,,,
1,170,224,267,4,230,234,persistence,,,0.3881522346456927,18.24466745004066,0.03482255696480181,,,
1,170,224,267,4,230,234,raw_var_window_ar,72.0,1e-06,0.7507283428514413,108.55860639189967,9.9999999985361e-09,,,
1,170,224,267,4,230,234,seasonal_window_naive,72.0,,0.38815223464569254,18.24481088699237,0.034812566964807834,,,
1,170,224,267,4,231,235,cholesky_gaussian_ar,224.0,0.1,0.5273454001085981,23.552041849293587,0.1274133230070278,,,
1,170,224,267,4,231,235,euclidean_gaussian_ar,224.0,0.1,0.40784290700000136,16.499099683380194,0.17304802766299035,,,
1,170,224,267,4,231,235,fixed_bwar,224.0,0.1,0.5452017225330789,22.1262516802746,0.10637244433267638,,,
1,170,224,267,4,231,235,local_bwar,48.0,0.1,0.35819189301602217,14.456308841457936,0.1297110010310609,6.749373691430928e-11,1.0,0.0
1,170,224,267,4,231,235,log_euclidean_gaussian_ar,224.0,0.1,0.538927303444726,25.106813819364795,0.08700914695409921,,,
1,170,224,267,4,231,235,persistence,,,0.6426447676887759,36.77370900392988,0.03756632539683551,,,
1,170,224,267,4,231,235,raw_var_window_ar,72.0,1e-06,0.8759118708789368,113.69994809630371,9.999999999008153e-09,,,
1,170,224,267,4,231,235,seasonal_window_naive,72.0,,0.6426447676887758,36.77383063199734,0.0375563353968363,,,
1,170,224,267,4,232,236,cholesky_gaussian_ar,224.0,0.1,0.3910570112306395,17.643065962349265,0.12921832782284096,,,
1,170,224,267,4,232,236,euclidean_gaussian_ar,224.0,0.1,0.29653468831147317,12.25843185856959,0.17632618380601242,,,
1,170,224,267,4,232,236,fixed_bwar,224.0,0.1,0.3812519700154245,15.237568488735285,0.10934039821809353,,,
1,170,224,267,4,232,236,local_bwar,48.0,0.1,0.26006366521817087,11.490334787638954,0.13573199664984956,8.971006627263896e-10,1.0,0.0
1,170,224,267,4,232,236,log_euclidean_gaussian_ar,224.0,0.1,0.39143025005503446,20.50911343219881,0.08984491849804446,,,
1,170,224,267,4,232,236,persistence,,,0.47952776270268616,28.85076885921758,0.030511289456567028,,,
1,170,224,267,4,232,236,raw_var_window_ar,72.0,1e-06,0.7430610688328179,108.67095898714247,9.999999999233736e-09,,,
1,170,224,267,4,232,236,seasonal_window_naive,72.0,,0.4795277627026861,28.850892859670846,0.030501299456559574,,,
1,170,224,267,4,233,237,cholesky_gaussian_ar,224.0,0.1,0.18153063441291867,8.316758202029781,0.13926413063623785,,,
1,170,224,267,4,233,237,euclidean_gaussian_ar,224.0,0.1,0.2141581842214237,8.954430915606892,0.2113012373113167,,,
1,170,224,267,4,233,237,fixed_bwar,224.0,0.1,0.18855917652169646,7.896591533479497,0.11181830798597028,,,
1,170,224,267,4,233,237,local_bwar,48.0,0.1,0.23161254139821835,8.601626913181311,0.13974303606220725,6.036738771358502e-10,1.0,0.0
1,170,224,267,4,233,237,log_euclidean_gaussian_ar,224.0,0.1,0.1807349704330132,10.027868324058423,0.09390242223494966,,,
1,170,224,267,4,233,237,persistence,,,0.2169859538732019,12.197607920467108,0.03325541968921727,,,
1,170,224,267,4,233,237,raw_var_window_ar,72.0,1e-06,0.4463235253994412,82.56757519647809,9.9999999993673e-09,,,
1,170,224,267,4,233,237,seasonal_window_naive,72.0,,0.21698595387320196,12.19768632931759,0.03324542968921814,,,
