setting,seed,n,d,phi,dispersion,window_length,fit_end,validation_end,method,ridge,validation_w2_mean,w2_mean,w2_ratio_mean,n_test_origins,min_pred_eig,mean_shift_strength,covariance_shift_strength,coordinate_dimension,reference_condition
Mean shift,5,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.16523501763329385,0.17379087349904052,0.9455437819617621,91,0.11028196267444504,0.35,0.8,20,6.0
Mean shift,5,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.1635076405467554,0.1689571169792461,0.9192447690804328,91,0.18558528209933153,0.35,0.8,20,6.0
Mean shift,5,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.1630571120240987,0.16907183355934383,0.9198689074302521,91,0.17801709554420725,0.35,0.8,20,6.0
Mean shift,6,260,5,0.7,0.16,36,117,169,persistence,,,0.15952149789917922,1.0,91,0.11038537792230192,0.35,0.8,20,6.0
Mean shift,6,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.16074621626482208,0.14875452865273053,0.9325045878565307,91,0.2587081323295772,0.35,0.8,20,6.0
Mean shift,6,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.16667485005335797,0.1503132312562537,0.9422757009920674,91,0.18252719412093044,0.35,0.8,20,6.0
Mean shift,6,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.16002821645712342,0.1476747115035836,0.9257354867424639,91,0.18575506255892235,0.35,0.8,20,6.0
Mean shift,6,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.15663237188880302,0.14562803921015657,0.9129054148062,91,0.19982066950083907,0.35,0.8,20,6.0
Mean shift,6,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.15746402627187808,0.1456597164777585,0.9131039916000435,91,0.20004052924718552,0.35,0.8,20,6.0
Mean shift,7,260,5,0.7,0.16,36,117,169,persistence,,,0.19612824001807946,1.0,91,0.09901678486246172,0.35,0.8,20,6.0
Mean shift,7,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.1990117858505536,0.18087537117085856,0.9222301243012486,91,0.2050965370260491,0.35,0.8,20,6.0
Mean shift,7,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.19964621574819622,0.1813058242167574,0.9244248773151907,91,0.21508761227045312,0.35,0.8,20,6.0
Mean shift,7,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.19633416946012058,0.18131203411412425,0.9244565397487408,91,0.183041639083739,0.35,0.8,20,6.0
Mean shift,7,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.1953299422077371,0.17715708874840877,0.9032716998433173,91,0.18962207894034522,0.35,0.8,20,6.0
Mean shift,7,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.19544710513150892,0.17747094125326207,0.904871941118232,91,0.19138090327868282,0.35,0.8,20,6.0
Mean shift,8,260,5,0.7,0.16,36,117,169,persistence,,,0.1860375384062275,1.0,91,0.07842825875832116,0.35,0.8,20,6.0
Mean shift,8,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.19687056086947718,0.1825489742722383,0.9812480633539041,91,0.23563585670819195,0.35,0.8,20,6.0
Mean shift,8,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.19852040543265748,0.1926301646926783,1.035437075457617,91,0.17835215040285574,0.35,0.8,20,6.0
Mean shift,8,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.19643817472451544,0.184956388698421,0.9941885400276275,91,0.1706885853089137,0.35,0.8,20,6.0
Mean shift,8,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.19363071586733832,0.17862222395742847,0.960140762384164,91,0.19358121551907295,0.35,0.8,20,6.0
Mean shift,8,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.19496812169917302,0.17895297751620312,0.9619186485119219,91,0.18955656477182298,0.35,0.8,20,6.0
Mean shift,9,260,5,0.7,0.16,36,117,169,persistence,,,0.17952059019522676,1.0,91,0.06383321212091216,0.35,0.8,20,6.0
Mean shift,9,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.20693134147197928,0.17024061582358796,0.9483069080736258,91,0.2483426233165795,0.35,0.8,20,6.0
Mean shift,9,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.20738362883191386,0.17294391732758588,0.963365356249727,91,0.17697781460236173,0.35,0.8,20,6.0
Mean shift,9,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.20317682681710011,0.1692861176743487,0.9429899795352267,91,0.17437035668871678,0.35,0.8,20,6.0
Mean shift,9,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.20254361237376958,0.1666334295249485,0.9282134675679062,91,0.1952253447616362,0.35,0.8,20,6.0
Mean shift,9,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.2022036889244472,0.16710249322820142,0.9308263361126388,91,0.19466957574772903,0.35,0.8,20,6.0
Mean shift,10,260,5,0.7,0.16,36,117,169,persistence,,,0.207569434295573,1.0,91,0.13408633645158657,0.35,0.8,20,6.0
Mean shift,10,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.1870540968569451,0.19251737903126176,0.9274842400790207,91,0.35021410162425337,0.35,0.8,20,6.0
Mean shift,10,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.18557567739893444,0.1993740725913152,0.9605174927027654,91,0.26574117853801693,0.35,0.8,20,6.0
Mean shift,10,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.18351113306695105,0.1930508208339963,0.9300541839849955,91,0.24277675701604162,0.35,0.8,20,6.0
Mean shift,10,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.1814224538454215,0.1894908846391285,0.9129036039540332,91,0.2836203520180819,0.35,0.8,20,6.0
Mean shift,10,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.18196457268938004,0.18952956949618344,0.9130899746361436,91,0.28433655183237205,0.35,0.8,20,6.0
Mean shift,11,260,5,0.7,0.16,36,117,169,persistence,,,0.20102447924662345,1.0,91,0.1255095917722276,0.35,0.8,20,6.0
Mean shift,11,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.19908738455781452,0.1938791100403844,0.9644552283730935,91,0.2834520167490759,0.35,0.8,20,6.0
Mean shift,11,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.19214473010923677,0.2016718846383646,1.003220530127313,91,0.266238301922381,0.35,0.8,20,6.0
Mean shift,11,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.18701031576751553,0.19638962478570304,0.976943830531036,91,0.2577688423777746,0.35,0.8,20,6.0
Mean shift,11,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.18866539422601825,0.18916164475422645,0.940988109821972,91,0.26269666757733035,0.35,0.8,20,6.0
Mean shift,11,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.18803642231615647,0.19079160670556852,0.949096385776476,91,0.2654626410561488,0.35,0.8,20,6.0
Mean shift,12,260,5,0.7,0.16,36,117,169,persistence,,,0.18684444618295157,1.0,91,0.19898050744610848,0.35,0.8,20,6.0
Mean shift,12,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.16996271937300658,0.18827328398268006,1.0076472050891436,91,0.22961781936977982,0.35,0.8,20,6.0
Mean shift,12,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.17475661026631578,0.18537215138825774,0.9921202110912507,91,0.2817126121796615,0.35,0.8,20,6.0
Mean shift,12,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.16814985623494258,0.18168495652478384,0.9723861759684538,91,0.29050228608049217,0.35,0.8,20,6.0
Mean shift,12,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.16607480166245836,0.18138441980272588,0.9707776897212165,91,0.2941570378428017,0.35,0.8,20,6.0
Mean shift,12,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.16624150749368571,0.18259461185434286,0.9772546927916316,91,0.2926340151930309,0.35,0.8,20,6.0
Mean shift,13,260,5,0.7,0.16,36,117,169,persistence,,,0.16851798967491474,1.0,91,0.167085013682505,0.35,0.8,20,6.0
Mean shift,13,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.18539826698133513,0.15615801163914136,0.9266548452208764,91,0.3054692587324356,0.35,0.8,20,6.0
Mean shift,13,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.18437603533540187,0.15290523250641969,0.9073525788041183,91,0.2429202086223208,0.35,0.8,20,6.0
Mean shift,13,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.1848120906749809,0.15403106900533522,0.9140333877853278,91,0.2585865925008443,0.35,0.8,20,6.0
Mean shift,13,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.17936626890869342,0.1525059217444039,0.9049830349780491,91,0.2676359063750085,0.35,0.8,20,6.0
Mean shift,13,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.17946184422026024,0.15286411329451954,0.9071085739238117,91,0.2670242691840285,0.35,0.8,20,6.0
Mean shift,14,260,5,0.7,0.16,36,117,169,persistence,,,0.1625066878206338,1.0,91,0.14341813548149013,0.35,0.8,20,6.0
Mean shift,14,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.1617227964965498,0.14887808984410175,0.916135156286155,91,0.3116492200349441,0.35,0.8,20,6.0
Mean shift,14,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.1675795240679451,0.15345328967579072,0.9442890734759438,91,0.2552044948379777,0.35,0.8,20,6.0
Mean shift,14,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.15965444207917404,0.14865992628617852,0.9147926665655841,91,0.22755375217183965,0.35,0.8,20,6.0
Mean shift,14,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.15530270634383345,0.14617307040914626,0.8994895679031025,91,0.26087323502253557,0.35,0.8,20,6.0
Mean shift,14,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.15572112703669128,0.14676115192361672,0.9031083821338101,91,0.2608093670121351,0.35,0.8,20,6.0
Mean shift,15,260,5,0.7,0.16,36,117,169,persistence,,,0.20377762587501974,1.0,91,0.11527457856142131,0.35,0.8,20,6.0
Mean shift,15,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.18066866795951955,0.20051954729958177,0.984011598125909,91,0.15908890973255793,0.35,0.8,20,6.0
Mean shift,15,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.17921599104635844,0.2037178636114701,0.9997067280409563,91,0.16392290148858557,0.35,0.8,20,6.0
Mean shift,15,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.17692196342669514,0.1998235041724279,0.9805958986634923,91,0.1649581840888838,0.35,0.8,20,6.0
Mean shift,15,260,5,0.7,0.16,36,117,169,fixed_bwar,0.0001,0.172998051763073,0.1966533749988916,0.9650390917769472,91,0.18020737525709074,0.35,0.8,20,6.0
Mean shift,15,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.17347345257096058,0.19673884386428286,0.9654585140026418,91,0.1761067778036334,0.35,0.8,20,6.0
Mean shift,16,260,5,0.7,0.16,36,117,169,persistence,,,0.189174127223576,1.0,91,0.15252809376049697,0.35,0.8,20,6.0
Mean shift,16,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.19739198092094348,0.18370354216802343,0.9710817481447284,91,0.23514539470537324,0.35,0.8,20,6.0
Mean shift,16,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.19917572375040085,0.186083306433478,0.9836615036344527,91,0.24426839663109987,0.35,0.8,20,6.0
Mean shift,16,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.19751697433457105,0.18311794441798657,0.9679861993049826,91,0.2303554594512232,0.35,0.8,20,6.0
Mean shift,16,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.19496349452869546,0.1792969576513433,0.9477879469185586,91,0.24137428815471576,0.35,0.8,20,6.0
Mean shift,16,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.19466696092057104,0.179724626400123,0.9500486617163821,91,0.24354964097276666,0.35,0.8,20,6.0
Mean shift,17,260,5,0.7,0.16,36,117,169,persistence,,,0.18705076476222762,1.0,91,0.03989775332460478,0.35,0.8,20,6.0
Mean shift,17,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.16884047079657719,0.17480754951587107,0.9345460294593305,91,0.17355808495349426,0.35,0.8,20,6.0
Mean shift,17,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.1714973333932435,0.17790306229426478,0.9510950811690555,91,0.07335673753268822,0.35,0.8,20,6.0
Mean shift,17,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.1681918076340754,0.18035748784015523,0.964216789326787,91,0.08743840532398285,0.35,0.8,20,6.0
Mean shift,17,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.16359485790967387,0.1724851443587902,0.922130121082623,91,0.1103240904303967,0.35,0.8,20,6.0
Mean shift,17,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.16471571066815877,0.17380385111826557,0.9291801150302643,91,0.10818704929565688,0.35,0.8,20,6.0
Mean shift,18,260,5,0.7,0.16,36,117,169,persistence,,,0.21733379850359896,1.0,91,0.13427103624191472,0.35,0.8,20,6.0
Mean shift,18,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.19690936268273315,0.20120047037220185,0.9257670539857151,91,0.23571999813210665,0.35,0.8,20,6.0
Mean shift,18,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.19737472927882876,0.20422068525679504,0.9396637184961971,91,0.22975773724279738,0.35,0.8,20,6.0
Mean shift,18,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.1991607526448342,0.20078759798800974,0.9238673384926127,91,0.23334208262043055,0.35,0.8,20,6.0
Mean shift,18,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.1952632162316798,0.1965325199719448,0.9042888005690946,91,0.23710966817660836,0.35,0.8,20,6.0
Mean shift,18,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.19623682919237323,0.19689985574277968,0.9059789922160639,91,0.23794882062046813,0.35,0.8,20,6.0
Mean shift,19,260,5,0.7,0.16,36,117,169,persistence,,,0.1824494685123587,1.0,91,0.12678697287958504,0.35,0.8,20,6.0
Mean shift,19,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.14490853250604396,0.16723028817714067,0.9165841344493305,91,0.2636005166916901,0.35,0.8,20,6.0
Mean shift,19,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.14089296803945883,0.1677279394504702,0.9193117459758932,91,0.23264332346326233,0.35,0.8,20,6.0
Mean shift,19,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.14059394142641318,0.1650945390604187,0.9048781583555866,91,0.2310403990874973,0.35,0.8,20,6.0
Mean shift,19,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.1392126093978111,0.1621291087913241,0.8886247250445779,91,0.2456180170859238,0.35,0.8,20,6.0
Mean shift,19,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.1396306473960531,0.16308090636116082,0.8938414986400145,91,0.2459461232434757,0.35,0.8,20,6.0
Mean shift,20,260,5,0.7,0.16,36,117,169,persistence,,,0.20269312687929997,1.0,91,0.1137371831581508,0.35,0.8,20,6.0
Mean shift,20,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.225339559080276,0.19597150085426535,0.9668384116988968,91,0.20258470230826806,0.35,0.8,20,6.0
Mean shift,20,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.22533515499096943,0.19528375466636677,0.9634453702155114,91,0.17060661319386902,0.35,0.8,20,6.0
Mean shift,20,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.22380010048649948,0.19474750458875809,0.9607997448513715,91,0.17268840467964966,0.35,0.8,20,6.0
Mean shift,20,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.21845052787540203,0.1881796511516452,0.9283968038230657,91,0.18098578247740982,0.35,0.8,20,6.0
Mean shift,20,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.2190261571027442,0.19002254328179496,0.9374888345126271,91,0.18441547451889279,0.35,0.8,20,6.0
Mean shift,21,260,5,0.7,0.16,36,117,169,persistence,,,0.16170218554333168,1.0,91,0.11326053372853172,0.35,0.8,20,6.0
Mean shift,21,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.16715032764760213,0.1481648264769694,0.916282151531374,91,0.3004110675722343,0.35,0.8,20,6.0
Mean shift,21,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.16430113225033163,0.14722192416398827,0.9104510472094819,91,0.2519393337711814,0.35,0.8,20,6.0
Mean shift,21,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.16506649826495293,0.14748066490399342,0.9120511538446258,91,0.23420924662574663,0.35,0.8,20,6.0
Mean shift,21,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.16377955421940327,0.14595808586870726,0.9026352079180436,91,0.24946903445054694,0.35,0.8,20,6.0
Mean shift,21,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.1641623636989917,0.14624220026869222,0.9043922305521553,91,0.24845557814174188,0.35,0.8,20,6.0
Mean shift,22,260,5,0.7,0.16,36,117,169,persistence,,,0.2180412941161454,1.0,91,0.13476906357310697,0.35,0.8,20,6.0
Mean shift,22,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.21790967871159886,0.2115023755929369,0.9700106415634949,91,0.2834618241908935,0.35,0.8,20,6.0
Mean shift,22,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.21914602324561921,0.21141455863448172,0.9696078877694894,91,0.22878990585934958,0.35,0.8,20,6.0
Mean shift,22,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.2196144405545365,0.2085181181769057,0.9563239799238811,91,0.23671009577047783,0.35,0.8,20,6.0
Mean shift,22,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.21482805940236627,0.20446498521955817,0.937735148052481,91,0.26368095147920473,0.35,0.8,20,6.0
Mean shift,22,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.21506359282406592,0.20588085620066002,0.94422873903414,91,0.2642292581688816,0.35,0.8,20,6.0
Mean shift,23,260,5,0.7,0.16,36,117,169,persistence,,,0.20049256101333635,1.0,91,0.04661676275202983,0.35,0.8,20,6.0
Mean shift,23,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.18954301688896497,0.1826196563082947,0.9108550231753846,91,0.16238669121727442,0.35,0.8,20,6.0
Mean shift,23,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.19629922561546326,0.1932827292384514,0.9640394050609921,91,0.13793046743436307,0.35,0.8,20,6.0
Mean shift,23,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.18256677941993096,0.1861441723932783,0.9284343092455005,91,0.12199597598431028,0.35,0.8,20,6.0
Mean shift,23,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.17983662763071823,0.18045655799243876,0.9000661026043514,91,0.14169521059444146,0.35,0.8,20,6.0
Mean shift,23,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.17995978768165874,0.18145106813981685,0.9050264370045485,91,0.1417409382391211,0.35,0.8,20,6.0
Mean shift,24,260,5,0.7,0.16,36,117,169,persistence,,,0.20009719594535996,1.0,91,0.12527811638470235,0.35,0.8,20,6.0
Mean shift,24,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.17916299513297762,0.19321068907105288,0.9655841910139132,91,0.24726239839586633,0.35,0.8,20,6.0
Mean shift,24,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.18242281594764245,0.19960392645709765,0.9975348505713343,91,0.21512580379272447,0.35,0.8,20,6.0
Mean shift,24,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.17769590504390156,0.18896996691536025,0.9443908797550656,91,0.20234323930116002,0.35,0.8,20,6.0
Mean shift,24,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.17654855323425583,0.1858495111091801,0.9287961794323673,91,0.21380794433984854,0.35,0.8,20,6.0
Mean shift,24,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.17688995357357934,0.18649234074410195,0.9320087663548616,91,0.21282441110836667,0.35,0.8,20,6.0
Mean shift,25,260,5,0.7,0.16,36,117,169,persistence,,,0.1729229003012229,1.0,91,0.04974984189657213,0.35,0.8,20,6.0
Mean shift,25,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.19645358835177198,0.17208128941041426,0.9951330281336792,91,0.1734463929229645,0.35,0.8,20,6.0
Mean shift,25,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.20307366158006632,0.17648220789166075,1.0205832054877504,91,0.12353257698211602,0.35,0.8,20,6.0
Mean shift,25,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.19599547639699366,0.16849433276313655,0.9743899302500015,91,0.12148862508713267,0.35,0.8,20,6.0
Mean shift,25,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.1870517506977044,0.1653075076489475,0.9559607626346206,91,0.13753482768758338,0.35,0.8,20,6.0
Mean shift,25,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.18673949061492545,0.16571139767975696,0.9582964280098016,91,0.13758793924172602,0.35,0.8,20,6.0
Mean shift,26,260,5,0.7,0.16,36,117,169,persistence,,,0.1764675342312993,1.0,91,0.10282005423031063,0.35,0.8,20,6.0
Mean shift,26,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.18438784851011045,0.16569222756685587,0.9389388721762268,91,0.20564515939291086,0.35,0.8,20,6.0
Mean shift,26,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.17483671284133864,0.1664674723432122,0.9433320019365159,91,0.1464710161427106,0.35,0.8,20,6.0
Mean shift,26,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.17425118354650487,0.16919604677858993,0.9587941913259892,91,0.15012725032926272,0.35,0.8,20,6.0
Mean shift,26,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.172548298311913,0.1649252308518349,0.934592482239052,91,0.16357204544335685,0.35,0.8,20,6.0
Mean shift,26,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.17340411799274744,0.1655878085316885,0.9383471540699915,91,0.16261610158420797,0.35,0.8,20,6.0
Mean shift,27,260,5,0.7,0.16,36,117,169,persistence,,,0.17771779280527855,1.0,91,0.11335414019019827,0.35,0.8,20,6.0
Mean shift,27,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.1830080136950229,0.1763402529661679,0.9922487230042295,91,0.27356630632761064,0.35,0.8,20,6.0
Mean shift,27,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.19152004474125642,0.18118224136477631,1.0194941007583505,91,0.19355259289298346,0.35,0.8,20,6.0
Mean shift,27,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.18000603679973165,0.17545846434786974,0.9872869878601053,91,0.18430209492825722,0.35,0.8,20,6.0
Mean shift,27,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.17811247669140523,0.17223595820700363,0.969154272559072,91,0.21117036155342833,0.35,0.8,20,6.0
Mean shift,27,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.17890332371683335,0.1729080525370516,0.9729360792056602,91,0.21258012070035756,0.35,0.8,20,6.0
Mean shift,28,260,5,0.7,0.16,36,117,169,persistence,,,0.20888619641852374,1.0,91,0.0942929566420711,0.35,0.8,20,6.0
Mean shift,28,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.16176548972964208,0.18961867865862,0.9077606941470685,91,0.24737044968950106,0.35,0.8,20,6.0
Mean shift,28,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.1796052332432427,0.1892786510761067,0.9061328815469863,91,0.18419958935801434,0.35,0.8,20,6.0
Mean shift,28,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.17037183483367863,0.1861612480167717,0.8912089511351894,91,0.17606457652755617,0.35,0.8,20,6.0
Mean shift,28,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.1636896285815627,0.18545995404907054,0.8878516495052815,91,0.20219783358687848,0.35,0.8,20,6.0
Mean shift,28,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.16429237686544823,0.18611299743434284,0.8909779613270731,91,0.20077048985096346,0.35,0.8,20,6.0
Mean shift,29,260,5,0.7,0.16,36,117,169,persistence,,,0.15731073434942483,1.0,91,0.08074760629252625,0.35,0.8,20,6.0
Mean shift,29,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.1726997604329326,0.1515018648758929,0.9630739154733774,91,0.20019837021716358,0.35,0.8,20,6.0
Mean shift,29,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.1668351587882858,0.15090692124049568,0.9592919508295934,91,0.15826148388739597,0.35,0.8,20,6.0
Mean shift,29,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.16815825703976256,0.15127562958039104,0.9616357727017637,91,0.17524677193634308,0.35,0.8,20,6.0
Mean shift,29,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.16556254060842235,0.1491458800645505,0.9480972845328011,91,0.19630844961740498,0.35,0.8,20,6.0
Mean shift,29,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.16501983873384787,0.14952495048086797,0.9505069765216227,91,0.1909353173885145,0.35,0.8,20,6.0
Mean shift,30,260,5,0.7,0.16,36,117,169,persistence,,,0.21093623276337178,1.0,91,0.027293325178375162,0.35,0.8,20,6.0
Mean shift,30,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.2301108137224236,0.198868939042538,0.9427917453405414,91,1.000000130675526e-08,0.35,0.8,20,6.0
Mean shift,30,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.2261839102671414,0.1987906347522722,0.942420522771332,91,0.09666166426605365,0.35,0.8,20,6.0
Mean shift,30,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.21234123042764852,0.19356714307626188,0.9176571542045385,91,0.09257538091831406,0.35,0.8,20,6.0
Mean shift,30,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.21510739562127693,0.1902707189161543,0.9020295680050375,91,0.11856525977213975,0.35,0.8,20,6.0
Mean shift,30,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.21546584238437694,0.19006142432082548,0.9010373506292603,91,0.11825056423104646,0.35,0.8,20,6.0
Mean shift,31,260,5,0.7,0.16,36,117,169,persistence,,,0.21157150281588571,1.0,91,0.04973261384215233,0.35,0.8,20,6.0
Mean shift,31,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.1870128259863103,0.2158291382924768,1.020123860822108,91,0.24208063031716315,0.35,0.8,20,6.0
Mean shift,31,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.1829170571008826,0.20712618454238851,0.9789890499697135,91,0.09953632607026999,0.35,0.8,20,6.0
Mean shift,31,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.18533932960473407,0.20584690329998004,0.9729424830862625,91,0.10282460066895759,0.35,0.8,20,6.0
Mean shift,31,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.18416567721324445,0.20375545254230598,0.9630571689969918,91,0.12228421205478829,0.35,0.8,20,6.0
Mean shift,31,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.18422139249658379,0.20405887363116157,0.9644912992310604,91,0.12439307279484503,0.35,0.8,20,6.0
Mean shift,32,260,5,0.7,0.16,36,117,169,persistence,,,0.20227397578335446,1.0,91,0.06965505498075028,0.35,0.8,20,6.0
Mean shift,32,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.21819754372082445,0.19143398329119246,0.946409356664981,91,0.2387776190493532,0.35,0.8,20,6.0
