setting,seed,n,d,phi,dispersion,window_length,fit_end,validation_end,method,ridge,validation_w2_mean,w2_mean,w2_ratio_mean,n_test_origins,min_pred_eig,mean_shift_strength,covariance_shift_strength,coordinate_dimension,reference_condition
Covariance shift,29,260,5,0.7,0.16,36,117,169,persistence,,,0.22087540772274855,1.0,91,0.02916347625747109,0.35,0.8,20,6.0
Covariance shift,29,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.2897063580035456,0.22015265237967296,0.9967277690598185,91,9.999999146029855e-09,0.35,0.8,20,6.0
Covariance shift,29,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.26356263202937075,0.20957530303992924,0.9488394620328052,91,0.05885498940458658,0.35,0.8,20,6.0
Covariance shift,29,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.27991186424910575,0.2120095135611736,0.9598602023965304,91,0.0650561467759098,0.35,0.8,20,6.0
Covariance shift,29,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.2676117494544469,0.2090947771440974,0.9466639102102364,91,0.08288771241267902,0.35,0.8,20,6.0
Covariance shift,29,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.26724296813960585,0.20920220390271976,0.9471502783384493,91,0.06801223378105564,0.35,0.8,20,6.0
Covariance shift,30,260,5,0.7,0.16,36,117,169,persistence,,,0.27384863565544926,1.0,91,0.026560289256580112,0.35,0.8,20,6.0
Covariance shift,30,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.34222656840923893,0.2715579451421246,0.9916351947204632,91,9.999999849721256e-09,0.35,0.8,20,6.0
Covariance shift,30,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.34747627528895964,0.2750161047816877,1.0042631913189712,91,0.06230428951252536,0.35,0.8,20,6.0
Covariance shift,30,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.3588423369724989,0.2495651323022156,0.911325089149662,91,0.06565112500733351,0.35,0.8,20,6.0
Covariance shift,30,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.33694737538449454,0.25197029443341795,0.920107904975805,91,0.0850724467880128,0.35,0.8,20,6.0
Covariance shift,30,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.3384291078168871,0.243572518064614,0.8894421455912307,91,0.07537313946060972,0.35,0.8,20,6.0
Covariance shift,31,260,5,0.7,0.16,36,117,169,persistence,,,0.27969549354704637,1.0,91,0.04798303174025887,0.35,0.8,20,6.0
Covariance shift,31,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.3761975768814481,0.27609312060624164,0.9871203754657606,91,0.13802896182188068,0.35,0.8,20,6.0
Covariance shift,31,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.3847232967722436,0.27768708384512825,0.9928192990296417,91,0.1052407034127809,0.35,0.8,20,6.0
Covariance shift,31,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.3783205722691185,0.2714154906560226,0.9703963664697693,91,0.1103675943273327,0.35,0.8,20,6.0
Covariance shift,31,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.3672779139056187,0.2660116345889746,0.9510758690297951,91,0.11628990047809734,0.35,0.8,20,6.0
Covariance shift,31,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.3667046345532314,0.2657619546225706,0.9501831840485764,91,0.12213977973277493,0.35,0.8,20,6.0
Covariance shift,32,260,5,0.7,0.16,36,117,169,persistence,,,0.2542640486348718,1.0,91,0.02428756281209892,0.35,0.8,20,6.0
Covariance shift,32,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.37539170397767757,0.2515979407126216,0.9895144125307358,91,0.07112370354250225,0.35,0.8,20,6.0
Covariance shift,32,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.44255010814803397,0.27549352016309775,1.0834937996236813,91,0.07259432218277488,0.35,0.8,20,6.0
Covariance shift,32,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.3819729070454146,0.24384899199450685,0.959038422080185,91,0.05099784642466432,0.35,0.8,20,6.0
Covariance shift,32,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.3631589899430455,0.2392336435096443,0.9408866286605408,91,0.07688757610687978,0.35,0.8,20,6.0
Covariance shift,32,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.35951883309021854,0.23971071435464883,0.9427629098240238,91,0.061433561071876024,0.35,0.8,20,6.0
Covariance shift,33,260,5,0.7,0.16,36,117,169,persistence,,,0.27155179734477,1.0,91,0.0693536059067225,0.35,0.8,20,6.0
Covariance shift,33,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.3215603354909878,0.2765424313814954,1.0183782029267485,91,1.0000000399778273e-08,0.35,0.8,20,6.0
Covariance shift,33,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.3450590400732893,0.26516496645884957,0.9764802481575495,91,0.08519245285489781,0.35,0.8,20,6.0
Covariance shift,33,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.33260684413435043,0.26388898115516074,0.9717813829091313,91,0.08872372835884246,0.35,0.8,20,6.0
Covariance shift,33,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.3103996710473741,0.260729954700908,0.9601481457693235,91,0.08418870707627489,0.35,0.8,20,6.0
Covariance shift,33,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.30995811320531214,0.2566598249383166,0.9451597354461769,91,0.09828368464118693,0.35,0.8,20,6.0
Covariance shift,34,260,5,0.7,0.16,36,117,169,persistence,,,0.43101870628946143,1.0,91,0.06853399216535844,0.35,0.8,20,6.0
Covariance shift,34,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.6084453739966263,0.4372321377576106,1.0144156886406142,91,0.1337728233353988,0.35,0.8,20,6.0
Covariance shift,34,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.7035051829401715,0.44071198853396837,1.0224892379450399,91,0.10132500398740134,0.35,0.8,20,6.0
Covariance shift,34,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.6472865081279711,0.42314161030784575,0.9817244684124553,91,0.12289993530545927,0.35,0.8,20,6.0
Covariance shift,34,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.5718947476701566,0.40818814051682134,0.9470311486729125,91,0.11846290161707962,0.35,0.8,20,6.0
Covariance shift,34,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.5722354692704235,0.4052826073040118,0.9402900648860332,91,0.12169257781033364,0.35,0.8,20,6.0
Covariance shift,35,260,5,0.7,0.16,36,117,169,persistence,,,0.32009601614420485,1.0,91,0.045298189056490835,0.35,0.8,20,6.0
Covariance shift,35,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.3214507159643516,0.29586623340839513,0.9243046413770608,91,0.08752055773467096,0.35,0.8,20,6.0
Covariance shift,35,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.3262758104211911,0.29931356484949917,0.9350743206833818,91,0.06315568538534538,0.35,0.8,20,6.0
Covariance shift,35,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.3236062973579567,0.29815161172392557,0.9314443063533998,91,0.07144449941343523,0.35,0.8,20,6.0
Covariance shift,35,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.31163447358397206,0.28826883642846646,0.9005698974353992,91,0.09792491347341616,0.35,0.8,20,6.0
Covariance shift,35,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.308896320904796,0.2878330604234008,0.899208505905711,91,0.0797907259062495,0.35,0.8,20,6.0
Covariance shift,36,260,5,0.7,0.16,36,117,169,persistence,,,0.26382868231093115,1.0,91,0.08320236232538283,0.35,0.8,20,6.0
Covariance shift,36,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.28973566074505486,0.24714419985648506,0.9367601645571544,91,0.17109546096174952,0.35,0.8,20,6.0
Covariance shift,36,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.30128657880578535,0.2431212996486757,0.9215120112003172,91,0.20323037449309272,0.35,0.8,20,6.0
Covariance shift,36,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.30775824958878784,0.2511259277711259,0.9518522609879293,91,0.17920891045089182,0.35,0.8,20,6.0
Covariance shift,36,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.28886723874782266,0.24244111237385169,0.9189338712161952,91,0.19911664460454825,0.35,0.8,20,6.0
Covariance shift,36,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.2876054524660685,0.24181475839265293,0.916559777635041,91,0.19307305407169822,0.35,0.8,20,6.0
Covariance shift,37,260,5,0.7,0.16,36,117,169,persistence,,,0.30576050020280854,1.0,91,0.04731683251658687,0.35,0.8,20,6.0
Covariance shift,37,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.34425778436996335,0.30800988766496845,1.0073566973519075,91,0.06748316127782461,0.35,0.8,20,6.0
Covariance shift,37,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.3987214148130864,0.34940393595971025,1.1427373245659702,91,0.09486274689776489,0.35,0.8,20,6.0
Covariance shift,37,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.35128080345188173,0.2882184810937013,0.9426282364874738,91,0.0892598140073331,0.35,0.8,20,6.0
Covariance shift,37,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.332372934385714,0.28547942862638853,0.9336700732666,91,0.09475289623374011,0.35,0.8,20,6.0
Covariance shift,37,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.33192077393904823,0.28547540566549373,0.9336569160376835,91,0.09645150295909379,0.35,0.8,20,6.0
Covariance shift,38,260,5,0.7,0.16,36,117,169,persistence,,,0.3329704312321664,1.0,91,0.05822753785917891,0.35,0.8,20,6.0
Covariance shift,38,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.4806622184553661,0.34234671367945074,1.0281595047722019,91,9.999999498738442e-09,0.35,0.8,20,6.0
Covariance shift,38,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.4762034265709329,0.3120010349478409,0.9370232479601037,91,0.09482193330575475,0.35,0.8,20,6.0
Covariance shift,38,260,5,0.7,0.16,36,117,169,log_euclidean,0.0001,0.5188772660467456,0.3141334380660696,0.9434274295876964,91,0.09745961732701289,0.35,0.8,20,6.0
Covariance shift,38,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.4695636384653864,0.3113350500143823,0.9350231156030228,91,0.11893817022478295,0.35,0.8,20,6.0
Covariance shift,38,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.4799203893775783,0.3102824014386393,0.9318617280532405,91,0.10085952516244813,0.35,0.8,20,6.0
Covariance shift,39,260,5,0.7,0.16,36,117,169,persistence,,,0.29555392999074037,1.0,91,0.07649102865827817,0.35,0.8,20,6.0
Covariance shift,39,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.36065385161729746,0.27514644534227695,0.9309517398428679,91,0.05876486967693376,0.35,0.8,20,6.0
Covariance shift,39,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.3719762987477827,0.2580972204885914,0.8732660753205939,91,0.08960681923800984,0.35,0.8,20,6.0
Covariance shift,39,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.394874235780669,0.26677446584337944,0.9026253376219271,91,0.09723527920771183,0.35,0.8,20,6.0
Covariance shift,39,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.3455326992697679,0.2601086870458404,0.8800718266679436,91,0.09331063755797912,0.35,0.8,20,6.0
Covariance shift,39,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.34426836779662257,0.2614330441783052,0.8845527589042577,91,0.09951165399579695,0.35,0.8,20,6.0
Covariance shift,40,260,5,0.7,0.16,36,117,169,persistence,,,0.2610310362634159,1.0,91,0.08464248000092517,0.35,0.8,20,6.0
Covariance shift,40,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.3163106858006971,0.23712475106048922,0.9084159280630447,91,0.072324472676819,0.35,0.8,20,6.0
Covariance shift,40,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.3112664259003797,0.23748742033652825,0.9098053003048691,91,0.12314211955653843,0.35,0.8,20,6.0
Covariance shift,40,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.3215725813974071,0.2361815502045606,0.9048025613560421,91,0.13060256945229967,0.35,0.8,20,6.0
Covariance shift,40,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.3051038107426423,0.2309373851241361,0.8847123638243876,91,0.13191915797764883,0.35,0.8,20,6.0
Covariance shift,40,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.3057701071766113,0.23085370087700943,0.8843917726474739,91,0.1371858172369737,0.35,0.8,20,6.0
Covariance shift,41,260,5,0.7,0.16,36,117,169,persistence,,,0.4029912673526103,1.0,91,0.03464697709039077,0.35,0.8,20,6.0
Covariance shift,41,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.49616680067158636,0.4102919342119935,1.0181161912200822,91,9.999998110280114e-09,0.35,0.8,20,6.0
Covariance shift,41,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.5167582155907733,0.3997506417147169,0.9919585710648715,91,0.0630912190689985,0.35,0.8,20,6.0
Covariance shift,41,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.5403390224694317,0.38950704659093444,0.9665396700770753,91,0.06242816589991978,0.35,0.8,20,6.0
Covariance shift,41,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.47531571044367565,0.37912203444604514,0.9407698507628454,91,0.07337083091956453,0.35,0.8,20,6.0
Covariance shift,41,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.48157573980140295,0.3790259678261059,0.9405314668877547,91,0.06813593274244222,0.35,0.8,20,6.0
Covariance shift,42,260,5,0.7,0.16,36,117,169,persistence,,,0.36765100611663093,1.0,91,0.07476235896506603,0.35,0.8,20,6.0
Covariance shift,42,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.48757171724355963,0.35948414664388306,0.9777863807336976,91,1.0000000175772939e-08,0.35,0.8,20,6.0
Covariance shift,42,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.48063728122716703,0.3623023083810906,0.9854516983591675,91,0.13248861926310512,0.35,0.8,20,6.0
Covariance shift,42,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.47338976663104637,0.360311571843475,0.9800369531130084,91,0.1463918408741762,0.35,0.8,20,6.0
Covariance shift,42,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.45560310089400724,0.34100665277587816,0.9275281370172551,91,0.15845829119234214,0.35,0.8,20,6.0
Covariance shift,42,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.44642483331565513,0.34434735614804923,0.9366147526298649,91,0.1696293975630583,0.35,0.8,20,6.0
Covariance shift,43,260,5,0.7,0.16,36,117,169,persistence,,,0.24601873918671424,1.0,91,0.033365709545509055,0.35,0.8,20,6.0
Covariance shift,43,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.2499981034898902,0.23757664370996612,0.9656851526649722,91,9.999999907236188e-09,0.35,0.8,20,6.0
Covariance shift,43,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.2631642142654886,0.2338128823165963,0.9503864749877675,91,0.04845561152556594,0.35,0.8,20,6.0
Covariance shift,43,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.2650758948141238,0.22962168191725754,0.9333503727250132,91,0.04774276825696993,0.35,0.8,20,6.0
Covariance shift,43,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.25109041255271825,0.22331206590509775,0.9077034808133725,91,0.04715912238565471,0.35,0.8,20,6.0
Covariance shift,43,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.25094146717710414,0.22071602028937448,0.8971512536769143,91,0.050640952389878736,0.35,0.8,20,6.0
Covariance shift,44,260,5,0.7,0.16,36,117,169,persistence,,,0.3533455070727961,1.0,91,0.02679679239117824,0.35,0.8,20,6.0
Covariance shift,44,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.36724131886466693,0.36812373102892293,1.041823721146346,91,0.07941708518749473,0.35,0.8,20,6.0
Covariance shift,44,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.39795945727714377,0.3293724718112204,0.9321541245559498,91,0.04865782759870854,0.35,0.8,20,6.0
Covariance shift,44,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.3824819355516704,0.3290994770161718,0.9313815243966604,91,0.04974222833171611,0.35,0.8,20,6.0
Covariance shift,44,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.3586230373999576,0.3265295691283611,0.9241084507722058,91,0.062397870406412474,0.35,0.8,20,6.0
Covariance shift,44,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.35738059128122784,0.3230188683171018,0.9141728474010385,91,0.05404927986364127,0.35,0.8,20,6.0
Covariance shift,45,260,5,0.7,0.16,36,117,169,persistence,,,0.34360853210330017,1.0,91,0.05838685554106299,0.35,0.8,20,6.0
Covariance shift,45,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.4820647105994743,0.33541712348983876,0.9761606367475217,91,0.0242589995153712,0.35,0.8,20,6.0
Covariance shift,45,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.5164873029144659,0.31905603786184955,0.9285451554675909,91,0.10237121691086636,0.35,0.8,20,6.0
Covariance shift,45,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.5196032993451905,0.31911513393120916,0.9287171420856118,91,0.10327674586365267,0.35,0.8,20,6.0
Covariance shift,45,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.47013456338927667,0.3137087261530273,0.9129829350649419,91,0.11231749279802172,0.35,0.8,20,6.0
Covariance shift,45,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.47325956449120327,0.31433477979439145,0.9148049318516106,91,0.10744497287003975,0.35,0.8,20,6.0
Covariance shift,46,260,5,0.7,0.16,36,117,169,persistence,,,0.2829506593365354,1.0,91,0.011870034593029684,0.35,0.8,20,6.0
Covariance shift,46,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.380688199724073,0.30974147382235484,1.0946836969690712,91,0.12670540059740173,0.35,0.8,20,6.0
Covariance shift,46,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.40293258837276125,0.35865005037365033,1.267535658742112,91,0.06460678877679181,0.35,0.8,20,6.0
Covariance shift,46,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.3786432197478566,0.27956896325031694,0.9880484601303001,91,0.027159659721461935,0.35,0.8,20,6.0
Covariance shift,46,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.3618754819697718,0.274191914744982,0.9690449755017678,91,0.06376360207976497,0.35,0.8,20,6.0
Covariance shift,46,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.36040205415340815,0.27127840582642454,0.958748095736974,91,0.040807536788918346,0.35,0.8,20,6.0
Covariance shift,47,260,5,0.7,0.16,36,117,169,persistence,,,0.3086605876818629,1.0,91,0.0639455221354361,0.35,0.8,20,6.0
Covariance shift,47,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.45157792683866094,0.290038527267349,0.9396681625134866,91,0.011231226377462374,0.35,0.8,20,6.0
Covariance shift,47,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.48982589364705853,0.28731090901970857,0.9308312122953661,91,0.08262998575999017,0.35,0.8,20,6.0
Covariance shift,47,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.4595819524468242,0.28896776156385634,0.9361990908333785,91,0.0877126586890299,0.35,0.8,20,6.0
Covariance shift,47,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.4292527512748145,0.2810867806771416,0.9106662524949843,91,0.09615378765264472,0.35,0.8,20,6.0
Covariance shift,47,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.4273548936886772,0.2796488943010242,0.9060077815612109,91,0.08822676092867794,0.35,0.8,20,6.0
Covariance shift,48,260,5,0.7,0.16,36,117,169,persistence,,,0.3181719540138775,1.0,91,0.03402245100869204,0.35,0.8,20,6.0
Covariance shift,48,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.42132145031834245,0.3087733010636459,0.9704604606670592,91,9.999999429832428e-09,0.35,0.8,20,6.0
Covariance shift,48,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.4122064953085012,0.28860149777463817,0.9070613991390657,91,0.07090273124251474,0.35,0.8,20,6.0
Covariance shift,48,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.43591958806437925,0.292776305067736,0.9201826288402722,91,0.07146998329623637,0.35,0.8,20,6.0
Covariance shift,48,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.40665452351557885,0.28232308559137426,0.8873286348144324,91,0.06817855869870453,0.35,0.8,20,6.0
Covariance shift,48,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.41019099916808144,0.2814602973537144,0.8846169305715681,91,0.07531005037353851,0.35,0.8,20,6.0
Covariance shift,49,260,5,0.7,0.16,36,117,169,persistence,,,0.2913349242954807,1.0,91,0.024613851153580887,0.35,0.8,20,6.0
Covariance shift,49,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.33544085150691166,0.3026209284068199,1.0387389329948393,91,9.999999834789966e-09,0.35,0.8,20,6.0
Covariance shift,49,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.342031115619293,0.29690974451195484,1.0191354340024816,91,0.04051100210348958,0.35,0.8,20,6.0
Covariance shift,49,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.33802396882106756,0.2879719143697795,0.9884565507076304,91,0.04551512042382241,0.35,0.8,20,6.0
Covariance shift,49,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.33259748332017747,0.2815401432939962,0.9663796538462709,91,0.05183570327418291,0.35,0.8,20,6.0
Covariance shift,49,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.32662901267996525,0.2858240690729912,0.9810841242744374,91,0.05489575318470174,0.35,0.8,20,6.0
Joint shift,0,260,5,0.7,0.16,36,117,169,persistence,,,0.4136593873396371,1.0,91,0.07193943398320685,0.35,0.8,20,6.0
Joint shift,0,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.4524156384809758,0.42553549989427886,1.0287098828604386,91,0.09115894979105907,0.35,0.8,20,6.0
Joint shift,0,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.5080368724789379,0.43763400850218237,1.0579573965835345,91,0.11586941530894335,0.35,0.8,20,6.0
Joint shift,0,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.5171554109686688,0.39745672568986534,0.960830910295604,91,0.11866234410427731,0.35,0.8,20,6.0
Joint shift,0,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.435555384385758,0.3875743564194358,0.9369407978676328,91,0.12541401634079827,0.35,0.8,20,6.0
Joint shift,0,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.43716288132877384,0.37814042487741206,0.9141347602657884,91,0.1283985129215124,0.35,0.8,20,6.0
Joint shift,1,260,5,0.7,0.16,36,117,169,persistence,,,0.20125811072569952,1.0,91,0.05897839742815568,0.35,0.8,20,6.0
Joint shift,1,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.225747957258153,0.19444590480699642,0.9661518937341728,91,0.07131451246346814,0.35,0.8,20,6.0
Joint shift,1,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.2130054660699344,0.18767140446985017,0.9324911368448298,91,0.0742575775979447,0.35,0.8,20,6.0
Joint shift,1,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.21728831056581102,0.1869068262833871,0.9286921436827348,91,0.08283942284312913,0.35,0.8,20,6.0
Joint shift,1,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.21516524791518848,0.18592484454920338,0.9238129279798603,91,0.08614298801863214,0.35,0.8,20,6.0
Joint shift,1,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.21117898663544504,0.18412995100156565,0.9148945617030146,91,0.0842389922586496,0.35,0.8,20,6.0
Joint shift,2,260,5,0.7,0.16,36,117,169,persistence,,,0.250591566967562,1.0,91,0.04881950534549602,0.35,0.8,20,6.0
Joint shift,2,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.27846731217273624,0.23655121393219572,0.9439711670856675,91,0.09793686971330273,0.35,0.8,20,6.0
Joint shift,2,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.2572122444798251,0.2339826106542575,0.9337210085946169,91,0.10664762682765014,0.35,0.8,20,6.0
Joint shift,2,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.2761584166628607,0.2307171977679469,0.9206901914532991,91,0.10137417031619124,0.35,0.8,20,6.0
Joint shift,2,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.2689744026208113,0.22648813250343988,0.9038138643059676,91,0.11142542932039286,0.35,0.8,20,6.0
Joint shift,2,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.2624603737526948,0.22588072536268855,0.9013899713230487,91,0.10789068436916381,0.35,0.8,20,6.0
Joint shift,3,260,5,0.7,0.16,36,117,169,persistence,,,0.35680223981396914,1.0,91,0.12392272335914936,0.35,0.8,20,6.0
Joint shift,3,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.49190337781739857,0.3490955275620891,0.9784006057363929,91,0.04185253601417784,0.35,0.8,20,6.0
Joint shift,3,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.5242085217426355,0.33395702817498485,0.9359723424076727,91,0.14785655335268197,0.35,0.8,20,6.0
Joint shift,3,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.5706660989069535,0.3344613803300981,0.9373858765698354,91,0.15771161700038458,0.35,0.8,20,6.0
Joint shift,3,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.501810256442295,0.3265295589340928,0.9151555749883745,91,0.1638175350952138,0.35,0.8,20,6.0
Joint shift,3,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.5008161458015569,0.3273277752669937,0.9173927143441057,91,0.16412033043004998,0.35,0.8,20,6.0
Joint shift,4,260,5,0.7,0.16,36,117,169,persistence,,,0.1943963681258087,1.0,91,0.13275363149401326,0.35,0.8,20,6.0
Joint shift,4,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.28276422619717356,0.17986923071217872,0.9252705307527743,91,0.1984213713674929,0.35,0.8,20,6.0
Joint shift,4,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.27248149919157777,0.1814995739110469,0.9336572265258819,91,0.1814871569808126,0.35,0.8,20,6.0
Joint shift,4,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.2777690476475459,0.18178693455924827,0.9351354467774834,91,0.18362188406439614,0.35,0.8,20,6.0
Joint shift,4,260,5,0.7,0.16,36,117,169,fixed_bwar,1e-06,0.277875460165107,0.17754219185906098,0.9132999426417262,91,0.187400827480721,0.35,0.8,20,6.0
Joint shift,4,260,5,0.7,0.16,36,117,169,local_bwar,1e-06,0.2752870522732632,0.1784540142784531,0.9179904748166997,91,0.1917807946298208,0.35,0.8,20,6.0
Joint shift,5,260,5,0.7,0.16,36,117,169,persistence,,,0.40498003736656696,1.0,91,0.038967600264101426,0.35,0.8,20,6.0
Joint shift,5,260,5,0.7,0.16,36,117,169,euclidean,1e-06,0.47034932813340763,0.39123133937458765,0.9660509241853452,91,0.05285109875983496,0.35,0.8,20,6.0
Joint shift,5,260,5,0.7,0.16,36,117,169,cholesky,1e-06,0.4886239186487635,0.41019256205218957,1.012871065743185,91,0.07777569102080924,0.35,0.8,20,6.0
Joint shift,5,260,5,0.7,0.16,36,117,169,log_euclidean,1e-06,0.49605611434600283,0.38877067147200456,0.9599749014791795,91,0.07974607111288476,0.35,0.8,20,6.0
