regime,target_delta,horizon,method,n_replications,percent_change_mean,percent_change_se,test_w2_mean,test_w2_se,loss_ratio_mean,loss_ratio_se,repair_rate,start_reference_distance,end_reference_distance,percent_change_ci_low,percent_change_ci_high,test_w2_ci_low,test_w2_ci_high,loss_ratio_ci_low,loss_ratio_ci_high
continuing,0.6,3,log_euclidean,100,3.240987895827842,0.2645184847682433,0.2732497347804388,0.0031444308156082157,0.8833934470387859,0.005799953193920145,0.0,0.599999999999999,0.9930227705319349,2.7225316656820855,3.759444125973599,0.2670866503818467,0.2794128191790309,0.8720255387787024,0.8947613552988694
continuing,0.6,3,fixed,100,0.0,0.0,0.2645293042232536,0.0028547018049234225,0.8561519563207806,0.005975225425807752,0.0,0.599999999999999,0.9930227705319349,0.0,0.0,0.2589340886856037,0.2701245197609035,0.8444405144861974,0.8678633981553637
continuing,0.6,3,local,100,0.4444290350629989,0.07890112396419414,0.26581862065977846,0.0029887446861881096,0.8601999118120655,0.006404536211671552,0.0,0.599999999999999,0.9930227705319349,0.2897828320931784,0.5990752380328195,0.25996068107484976,0.27167656024470715,0.8476470208371892,0.8727528027869417
continuing,0.6,6,persistence,100,43.46027243467328,1.1969819882052035,0.4222651426896724,0.004615184945904638,1.0,0.0,0.0,0.599999999999999,0.9930227705319349,41.11418773779108,45.80635713155548,0.4132193801956993,0.4313109051836455,1.0,1.0
continuing,0.6,6,euclidean,100,1.3442449188309769,0.265595360011674,0.2998314537666159,0.0038198103160558793,0.7107564244041572,0.0055393744180688665,0.02,0.599999999999999,0.9930227705319349,0.8236780132080959,1.8648118244538578,0.2923446255471464,0.3073182819860854,0.6998992505447422,0.7216135982635722
continuing,0.6,6,cholesky,100,3.8200558424268007,0.325387734428923,0.30730511306360137,0.004058702822131435,0.72841267559771,0.006142881228420208,0.0,0.599999999999999,0.9930227705319349,3.1822958829461117,4.45781580190749,0.29935005553222377,0.31526017059497896,0.7163726283900064,0.7404527228054135
continuing,0.6,6,log_euclidean,100,3.3220461969835564,0.22755371322430323,0.30595189260745775,0.004095534384806162,0.7250055024320584,0.006056699099897378,0.0,0.599999999999999,0.9930227705319349,2.876040919063922,3.768051474903191,0.2979246452132377,0.3139791400016778,0.7131343721962595,0.7368766326678573
continuing,0.6,6,fixed,100,0.0,0.0,0.29585237048957036,0.0037122167895661923,0.7019250701777036,0.005941326272288843,0.0,0.599999999999999,0.9930227705319349,0.0,0.0,0.2885764255820206,0.3031283153971201,0.6902800706840174,0.7135700696713897
continuing,0.6,6,local,100,-0.09927733206150297,0.03828605583037545,0.2956236657738167,0.0037712660590635792,0.7013280561659276,0.0060745648914343415,0.0,0.599999999999999,0.9930227705319349,-0.17431800148903884,-0.024236662633967093,0.2882319842980521,0.30301534724958135,0.6894219089787164,0.7132342033531389
stable,1.2,1,persistence,100,-15.534776617468642,0.39577115545934843,0.1674563620117739,0.0016823953419109593,1.0,0.0,0.0,1.1999999999999995,1.1999999999999995,-16.310488082168966,-14.759065152768319,0.16415886714162845,0.17075385688191938,1.0,1.0
stable,1.2,1,euclidean,100,5.003336240796919,0.31833390084060864,0.20851400718301086,0.0022980815446305394,1.2449738744067513,0.005127558093008514,0.18,1.1999999999999995,1.1999999999999995,4.3794017951493265,5.627270686444512,0.204009767355535,0.21301824701048672,1.2349238605444546,1.255023888269048
stable,1.2,1,cholesky,100,1.7642864888446512,0.4382585070509391,0.20203761125476663,0.002290248742775354,1.2069689514504658,0.006934801603656707,0.0,1.1999999999999995,1.1999999999999995,0.9052998150248106,2.623273162664492,0.19754872371892693,0.20652649879060633,1.1933767403072986,1.220561162593633
stable,1.2,1,log_euclidean,100,1.8887844868308017,0.22474616330120673,0.2023171759463824,0.002171402893386735,1.2085763986074038,0.005587414820288888,0.0,1.1999999999999995,1.1999999999999995,1.4482820067604365,2.329286966901167,0.1980612262753444,0.20657312561742042,1.1976250655596377,1.21952773165517
stable,1.2,1,fixed,100,0.0,0.0,0.19836868779758343,0.0018913239744605497,1.186422042969071,0.0054160645129834465,0.0,1.1999999999999995,1.1999999999999995,0.0,0.0,0.19466169280764076,0.2020756827875261,1.1758065565236235,1.1970375294145186
stable,1.2,1,local,100,4.106485034007247,0.19496526280796309,0.20664465937732954,0.002138951879934543,1.2354221831449612,0.006668618460186878,0.0,1.1999999999999995,1.1999999999999995,3.724353118903639,4.488616949110854,0.20245231369265784,0.21083700506200123,1.222351690962995,1.2484926753269274
stable,1.2,3,persistence,100,19.638267855004077,0.8464907985044517,0.36604093209369304,0.003869490386572557,1.0,0.0,0.0,1.1999999999999995,1.1999999999999995,17.979145889935353,21.2973898200728,0.3584567309360108,0.37362513325137525,1.0,1.0
stable,1.2,3,euclidean,100,7.063475321059531,0.45619321726922096,0.3289146819426367,0.004200910184187636,0.8985360812363075,0.00631733045981415,0.18,1.1999999999999995,1.1999999999999995,6.169336615211858,7.957614026907205,0.3206808979816289,0.33714846590364445,0.8861541135350717,0.9109180489375432
stable,1.2,3,cholesky,100,4.588703635906675,0.4457602163014706,0.32140867409955653,0.004199519286667628,0.877831419740671,0.006229937439649164,0.0,1.1999999999999995,1.1999999999999995,3.715013611955792,5.462393659857557,0.313177616297688,0.3296397319014251,0.8656207423589587,0.8900420971223834
stable,1.2,3,log_euclidean,100,4.200173315612496,0.24268752382152708,0.3202606824209744,0.004061649104575957,0.8750264696261921,0.006146808837426931,0.0,1.1999999999999995,1.1999999999999995,3.7245057689223025,4.675840862302689,0.31229985017600553,0.32822151466594324,0.8629787243048354,0.8870742149475489
stable,1.2,3,fixed,100,0.0,0.0,0.3071670673981759,0.0036882959755571744,0.8400670909307447,0.006061408479347566,0.0,1.1999999999999995,1.1999999999999995,0.0,0.0,0.29993800728608383,0.31439612751026796,0.8281867303112235,0.851947451550266
stable,1.2,3,local,100,1.280204075823106,0.13866968632656185,0.311285591565014,0.003941224940209467,0.8513440736174976,0.006998880358427341,0.0,1.1999999999999995,1.1999999999999995,1.0084114906230446,1.5519966610231672,0.30356079068220343,0.3190103924478246,0.8376262681149801,0.8650618791200152
stable,1.2,6,persistence,100,46.29077425809127,1.3055794420356572,0.4973607170383756,0.006078842846706611,1.0,0.0,0.0,1.1999999999999995,1.1999999999999995,43.73183855170138,48.84970996448116,0.48544618505883064,0.5092752490179205,1.0,1.0
stable,1.2,6,euclidean,100,5.059236669951683,0.44138888273082133,0.3597247605599952,0.005529569780426689,0.7229742670157002,0.006205473868774915,0.14,1.1999999999999995,1.1999999999999995,4.194114459799273,5.9243588801040925,0.34888680379035886,0.37056271732963153,0.7108115382329014,0.735136995798499
stable,1.2,6,cholesky,100,4.3498586866293545,0.3949925848550066,0.35709465912703,0.00529086603195131,0.7186183534765935,0.006548586957713161,0.0,1.1999999999999995,1.1999999999999995,3.5756732203135417,5.124044152945167,0.3467245617044054,0.36746475654965455,0.7057831230394758,0.7314535839137113
stable,1.2,6,log_euclidean,100,3.490750759040628,0.2359755570318796,0.3541839103349187,0.005185614723841206,0.7128369490016353,0.006383809664382224,0.0,1.1999999999999995,1.1999999999999995,3.028238667258144,3.953262850823112,0.34402010547618994,0.36434771519364745,0.7003246820594461,0.7253492159438245
stable,1.2,6,fixed,100,0.0,0.0,0.34200022382147877,0.004794089129185185,0.6890888950862459,0.006310455884405526,0.0,1.1999999999999995,1.1999999999999995,0.0,0.0,0.3326038091282758,0.3513966385146817,0.6767204015528111,0.7014573886196808
stable,1.2,6,local,100,0.39145578240104584,0.08521670980908252,0.343432684184124,0.004920734112298024,0.6920529365052543,0.00670147814932526,0.0,1.1999999999999995,1.1999999999999995,0.2244310311752441,0.5584805336268476,0.33378804532401984,0.3530773230442281,0.6789180393325769,0.7051878336779318
continuing,1.2,1,persistence,100,-16.060456115824994,0.3779227206540151,0.20628212300943688,0.002215421556759593,1.0,0.0,0.0,1.1999999999999995,2.161362722556174,-16.801184648306865,-15.319727583343125,0.20193989675818808,0.21062434926068568,1.0,1.0
continuing,1.2,1,euclidean,100,8.273564078258742,0.35226694179254425,0.2665788337270259,0.0031868077292745655,1.2917930231756198,0.005783386554259452,0.58,1.1999999999999995,2.161362722556174,7.583120872345355,8.964007284172128,0.26033269057764774,0.27282497687640406,1.2804575855292712,1.3031284608219684
continuing,1.2,1,cholesky,100,5.232681269148678,0.71483055051904,0.25896406617329876,0.0034366932848693965,1.255955966257312,0.009926958174213222,0.0,1.1999999999999995,2.161362722556174,3.8316133901313596,6.633749148165997,0.25222814733495474,0.26569998501164277,1.2364991282358542,1.27541280427877
continuing,1.2,1,log_euclidean,100,5.8163962474636115,0.2607224181542479,0.26044964774191226,0.002992920633989582,1.2629754119661947,0.006120835113147408,0.0,1.1999999999999995,2.161362722556174,5.305380307881285,6.327412187045938,0.2545835232992927,0.26631577218453184,1.2509785751444258,1.2749722487879636
